PopName,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
CHE,0,f,0,1,O,1,1,1876,1,O,33781,.,.,.,1
CHE,0,f,1,1,O,1,1,1876,1,O,32902,.,.,.,1
CHE,0,f,2,1,O,1,1,1876,1,O,32380,.,.,.,1
CHE,0,f,3,1,O,1,1,1876,1,O,32329,.,.,.,1
CHE,0,f,4,1,O,1,1,1876,1,O,31868,.,.,.,1
CHE,0,f,5,1,O,1,1,1876,1,O,29223,.,.,.,1
CHE,0,f,6,1,O,1,1,1876,1,O,29344,.,.,.,1
CHE,0,f,7,1,O,1,1,1876,1,O,28585,.,.,.,1
CHE,0,f,8,1,O,1,1,1876,1,O,28413,.,.,.,1
CHE,0,f,9,1,O,1,1,1876,1,O,28243,.,.,.,1
CHE,0,f,10,1,O,1,1,1876,1,O,28074,.,.,.,1
CHE,0,f,11,1,O,1,1,1876,1,O,27906,.,.,.,1
CHE,0,f,12,1,O,1,1,1876,1,O,27740,.,.,.,1
CHE,0,f,13,1,O,1,1,1876,1,O,27211,.,.,.,1
CHE,0,f,14,1,O,1,1,1876,1,O,26693,.,.,.,1
CHE,0,f,15,1,O,1,1,1876,1,O,26184,.,.,.,1
CHE,0,f,16,1,O,1,1,1876,1,O,25685,.,.,.,1
CHE,0,f,17,1,O,1,1,1876,1,O,25196,.,.,.,1
CHE,0,f,18,1,O,1,1,1876,1,O,24493,.,.,.,1
CHE,0,f,19,1,O,1,1,1876,1,O,23811,.,.,.,1
CHE,0,f,20,1,O,1,1,1876,1,O,22847,.,.,.,1
CHE,0,f,21,1,O,1,1,1876,1,O,22361,.,.,.,1
CHE,0,f,22,1,O,1,1,1876,1,O,21889,.,.,.,1
CHE,0,f,23,1,O,1,1,1876,1,O,21769,.,.,.,1
CHE,0,f,24,1,O,1,1,1876,1,O,21648,.,.,.,1
CHE,0,f,25,1,O,1,1,1876,1,O,21528,.,.,.,1
CHE,0,f,26,1,O,1,1,1876,1,O,21408,.,.,.,1
CHE,0,f,27,1,O,1,1,1876,1,O,21288,.,.,.,1
CHE,0,f,28,1,O,1,1,1876,1,O,21180,.,.,.,1
CHE,0,f,29,1,O,1,1,1876,1,O,21072,.,.,.,1
CHE,0,f,30,1,O,1,1,1876,1,O,20964,.,.,.,1
CHE,0,f,31,1,O,1,1,1876,1,O,20857,.,.,.,1
CHE,0,f,32,1,O,1,1,1876,1,O,20749,.,.,.,1
CHE,0,f,33,1,O,1,1,1876,1,O,20521,.,.,.,1
CHE,0,f,34,1,O,1,1,1876,1,O,20295,.,.,.,1
CHE,0,f,35,1,O,1,1,1876,1,O,20071,.,.,.,1
CHE,0,f,36,1,O,1,1,1876,1,O,19706,.,.,.,1
CHE,0,f,37,1,O,1,1,1876,1,O,19453,.,.,.,1
CHE,0,f,38,1,O,1,1,1876,1,O,18955,.,.,.,1
CHE,0,f,39,1,O,1,1,1876,1,O,18470,.,.,.,1
CHE,0,f,40,1,O,1,1,1876,1,O,17997,.,.,.,1
CHE,0,f,41,1,O,1,1,1876,1,O,17537,.,.,.,1
CHE,0,f,42,1,O,1,1,1876,1,O,17088,.,.,.,1
CHE,0,f,43,1,O,1,1,1876,1,O,16883,.,.,.,1
CHE,0,f,44,1,O,1,1,1876,1,O,16680,.,.,.,1
CHE,0,f,45,1,O,1,1,1876,1,O,16480,.,.,.,1
CHE,0,f,46,1,O,1,1,1876,1,O,16283,.,.,.,1
CHE,0,f,47,1,O,1,1,1876,1,O,16088,.,.,.,1
CHE,0,f,48,1,O,1,1,1876,1,O,15672,.,.,.,1
CHE,0,f,49,1,O,1,1,1876,1,O,15267,.,.,.,1
CHE,0,f,50,1,O,1,1,1876,1,O,14873,.,.,.,1
CHE,0,f,51,1,O,1,1,1876,1,O,14489,.,.,.,1
CHE,0,f,52,1,O,1,1,1876,1,O,14116,.,.,.,1
CHE,0,f,53,1,O,1,1,1876,1,O,13575,.,.,.,1
CHE,0,f,54,1,O,1,1,1876,1,O,13056,.,.,.,1
CHE,0,f,55,1,O,1,1,1876,1,O,12558,.,.,.,1
CHE,0,f,56,1,O,1,1,1876,1,O,12080,.,.,.,1
CHE,0,f,57,1,O,1,1,1876,1,O,11621,.,.,.,1
CHE,0,f,58,1,O,1,1,1876,1,O,11128,.,.,.,1
CHE,0,f,59,1,O,1,1,1876,1,O,10658,.,.,.,1
CHE,0,f,60,1,O,1,1,1876,1,O,10211,.,.,.,1
CHE,0,f,61,1,O,1,1,1876,1,O,9784,.,.,.,1
CHE,0,f,62,1,O,1,1,1876,1,O,9376,.,.,.,1
CHE,0,f,63,1,O,1,1,1876,1,O,8913,.,.,.,1
CHE,0,f,64,1,O,1,1,1876,1,O,8477,.,.,.,1
CHE,0,f,65,1,O,1,1,1876,1,O,8066,.,.,.,1
CHE,0,f,66,1,O,1,1,1876,1,O,7680,.,.,.,1
CHE,0,f,67,1,O,1,1,1876,1,O,7316,.,.,.,1
CHE,0,f,68,1,O,1,1,1876,1,O,6774,.,.,.,1
CHE,0,f,69,1,O,1,1,1876,1,O,6278,.,.,.,1
CHE,0,f,70,1,O,1,1,1876,1,O,5590,.,.,.,1
CHE,0,f,71,1,O,1,1,1876,1,O,5101,.,.,.,1
CHE,0,f,72,1,O,1,1,1876,1,O,4657,.,.,.,1
CHE,0,f,73,1,O,1,1,1876,1,O,4075,.,.,.,1
CHE,0,f,74,1,O,1,1,1876,1,O,3566,.,.,.,1
CHE,0,f,75,1,O,1,1,1876,1,O,3122,.,.,.,1
CHE,0,f,76,1,O,1,1,1876,1,O,2734,.,.,.,1
CHE,0,f,77,1,O,1,1,1876,1,O,2395,.,.,.,1
CHE,0,f,78,1,O,1,1,1876,1,O,1997,.,.,.,1
CHE,0,f,79,1,O,1,1,1876,1,O,1666,.,.,.,1
CHE,0,f,80,1,O,1,1,1876,1,O,1391,.,.,.,1
CHE,0,f,81,1,O,1,1,1876,1,O,1162,.,.,.,1
CHE,0,f,82,1,O,1,1,1876,1,O,971,.,.,.,1
CHE,0,f,83,1,O,1,1,1876,1,O,736,.,.,.,1
CHE,0,f,84,1,O,1,1,1876,1,O,558,.,.,.,1
CHE,0,f,85,1,O,1,1,1876,1,O,423,.,.,.,1
CHE,0,f,86,1,O,1,1,1876,1,O,321,.,.,.,1
CHE,0,f,87,1,O,1,1,1876,1,O,243,.,.,.,1
CHE,0,f,88,1,O,1,1,1876,1,O,174,.,.,.,1
CHE,0,f,89,1,O,1,1,1876,1,O,125,.,.,.,1
CHE,0,f,90,1,O,1,1,1876,1,O,90,.,.,.,1
CHE,0,f,91,1,O,1,1,1876,1,O,65,.,.,.,1
CHE,0,f,92,1,O,1,1,1876,1,O,47,.,.,.,1
CHE,0,f,93,1,O,1,1,1876,1,O,32,.,.,.,1
CHE,0,f,94,1,O,1,1,1876,1,O,23,.,.,.,1
CHE,0,f,95,1,O,1,1,1876,1,O,15,.,.,.,1
CHE,0,f,96,1,O,1,1,1876,1,O,11,.,.,.,1
CHE,0,f,97,1,O,1,1,1876,1,O,14,.,.,.,1
CHE,0,f,98,1,O,1,1,1876,1,O,10,.,.,.,1
CHE,0,f,99,+,O,1,1,1876,1,O,7,.,.,.,1
CHE,0,m,0,1,O,1,1,1876,1,O,34056,.,.,.,1
CHE,0,m,1,1,O,1,1,1876,1,O,33277,.,.,.,1
CHE,0,m,2,1,O,1,1,1876,1,O,32888,.,.,.,1
CHE,0,m,3,1,O,1,1,1876,1,O,32851,.,.,.,1
CHE,0,m,4,1,O,1,1,1876,1,O,32327,.,.,.,1
CHE,0,m,5,1,O,1,1,1876,1,O,28638,.,.,.,1
CHE,0,m,6,1,O,1,1,1876,1,O,28996,.,.,.,1
CHE,0,m,7,1,O,1,1,1876,1,O,28401,.,.,.,1
CHE,0,m,8,1,O,1,1,1876,1,O,28041,.,.,.,1
CHE,0,m,9,1,O,1,1,1876,1,O,27671,.,.,.,1
CHE,0,m,10,1,O,1,1,1876,1,O,27485,.,.,.,1
CHE,0,m,11,1,O,1,1,1876,1,O,27397,.,.,.,1
CHE,0,m,12,1,O,1,1,1876,1,O,27266,.,.,.,1
CHE,0,m,13,1,O,1,1,1876,1,O,26818,.,.,.,1
CHE,0,m,14,1,O,1,1,1876,1,O,26198,.,.,.,1
CHE,0,m,15,1,O,1,1,1876,1,O,25620,.,.,.,1
CHE,0,m,16,1,O,1,1,1876,1,O,25079,.,.,.,1
CHE,0,m,17,1,O,1,1,1876,1,O,24307,.,.,.,1
CHE,0,m,18,1,O,1,1,1876,1,O,23580,.,.,.,1
CHE,0,m,19,1,O,1,1,1876,1,O,22874,.,.,.,1
CHE,0,m,20,1,O,1,1,1876,1,O,22189,.,.,.,1
CHE,0,m,21,1,O,1,1,1876,1,O,21525,.,.,.,1
CHE,0,m,22,1,O,1,1,1876,1,O,20880,.,.,.,1
CHE,0,m,23,1,O,1,1,1876,1,O,20623,.,.,.,1
CHE,0,m,24,1,O,1,1,1876,1,O,20369,.,.,.,1
CHE,0,m,25,1,O,1,1,1876,1,O,20118,.,.,.,1
CHE,0,m,26,1,O,1,1,1876,1,O,19872,.,.,.,1
CHE,0,m,27,1,O,1,1,1876,1,O,19629,.,.,.,1
CHE,0,m,28,1,O,1,1,1876,1,O,19560,.,.,.,1
CHE,0,m,29,1,O,1,1,1876,1,O,19491,.,.,.,1
CHE,0,m,30,1,O,1,1,1876,1,O,19422,.,.,.,1
CHE,0,m,31,1,O,1,1,1876,1,O,19353,.,.,.,1
CHE,0,m,32,1,O,1,1,1876,1,O,19284,.,.,.,1
CHE,0,m,33,1,O,1,1,1876,1,O,19043,.,.,.,1
CHE,0,m,34,1,O,1,1,1876,1,O,18804,.,.,.,1
CHE,0,m,35,1,O,1,1,1876,1,O,18568,.,.,.,1
CHE,0,m,36,1,O,1,1,1876,1,O,18334,.,.,.,1
CHE,0,m,37,1,O,1,1,1876,1,O,18101,.,.,.,1
CHE,0,m,38,1,O,1,1,1876,1,O,17693,.,.,.,1
CHE,0,m,39,1,O,1,1,1876,1,O,17295,.,.,.,1
CHE,0,m,40,1,O,1,1,1876,1,O,16905,.,.,.,1
CHE,0,m,41,1,O,1,1,1876,1,O,16525,.,.,.,1
CHE,0,m,42,1,O,1,1,1876,1,O,16153,.,.,.,1
CHE,0,m,43,1,O,1,1,1876,1,O,15916,.,.,.,1
CHE,0,m,44,1,O,1,1,1876,1,O,15682,.,.,.,1
CHE,0,m,45,1,O,1,1,1876,1,O,15452,.,.,.,1
CHE,0,m,46,1,O,1,1,1876,1,O,15225,.,.,.,1
CHE,0,m,47,1,O,1,1,1876,1,O,15002,.,.,.,1
CHE,0,m,48,1,O,1,1,1876,1,O,14600,.,.,.,1
CHE,0,m,49,1,O,1,1,1876,1,O,14209,.,.,.,1
CHE,0,m,50,1,O,1,1,1876,1,O,13829,.,.,.,1
CHE,0,m,51,1,O,1,1,1876,1,O,13460,.,.,.,1
CHE,0,m,52,1,O,1,1,1876,1,O,13100,.,.,.,1
CHE,0,m,53,1,O,1,1,1876,1,O,12545,.,.,.,1
CHE,0,m,54,1,O,1,1,1876,1,O,12015,.,.,.,1
CHE,0,m,55,1,O,1,1,1876,1,O,11508,.,.,.,1
CHE,0,m,56,1,O,1,1,1876,1,O,11023,.,.,.,1
CHE,0,m,57,1,O,1,1,1876,1,O,10560,.,.,.,1
CHE,0,m,58,1,O,1,1,1876,1,O,10163,.,.,.,1
CHE,0,m,59,1,O,1,1,1876,1,O,9783,.,.,.,1
CHE,0,m,60,1,O,1,1,1876,1,O,9418,.,.,.,1
CHE,0,m,61,1,O,1,1,1876,1,O,9069,.,.,.,1
CHE,0,m,62,1,O,1,1,1876,1,O,8734,.,.,.,1
CHE,0,m,63,1,O,1,1,1876,1,O,8280,.,.,.,1
CHE,0,m,64,1,O,1,1,1876,1,O,7854,.,.,.,1
CHE,0,m,65,1,O,1,1,1876,1,O,7452,.,.,.,1
CHE,0,m,66,1,O,1,1,1876,1,O,7075,.,.,.,1
CHE,0,m,67,1,O,1,1,1876,1,O,6719,.,.,.,1
CHE,0,m,68,1,O,1,1,1876,1,O,6259,.,.,.,1
CHE,0,m,69,1,O,1,1,1876,1,O,5835,.,.,.,1
CHE,0,m,70,1,O,1,1,1876,1,O,5258,.,.,.,1
CHE,0,m,71,1,O,1,1,1876,1,O,4815,.,.,.,1
CHE,0,m,72,1,O,1,1,1876,1,O,4409,.,.,.,1
CHE,0,m,73,1,O,1,1,1876,1,O,3879,.,.,.,1
CHE,0,m,74,1,O,1,1,1876,1,O,3412,.,.,.,1
CHE,0,m,75,1,O,1,1,1876,1,O,3003,.,.,.,1
CHE,0,m,76,1,O,1,1,1876,1,O,2643,.,.,.,1
CHE,0,m,77,1,O,1,1,1876,1,O,2327,.,.,.,1
CHE,0,m,78,1,O,1,1,1876,1,O,1948,.,.,.,1
CHE,0,m,79,1,O,1,1,1876,1,O,1631,.,.,.,1
CHE,0,m,80,1,O,1,1,1876,1,O,1367,.,.,.,1
CHE,0,m,81,1,O,1,1,1876,1,O,1146,.,.,.,1
CHE,0,m,82,1,O,1,1,1876,1,O,961,.,.,.,1
CHE,0,m,83,1,O,1,1,1876,1,O,733,.,.,.,1
CHE,0,m,84,1,O,1,1,1876,1,O,560,.,.,.,1
CHE,0,m,85,1,O,1,1,1876,1,O,427,.,.,.,1
CHE,0,m,86,1,O,1,1,1876,1,O,326,.,.,.,1
CHE,0,m,87,1,O,1,1,1876,1,O,249,.,.,.,1
CHE,0,m,88,1,O,1,1,1876,1,O,178,.,.,.,1
CHE,0,m,89,1,O,1,1,1876,1,O,127,.,.,.,1
CHE,0,m,90,1,O,1,1,1876,1,O,91,.,.,.,1
CHE,0,m,91,1,O,1,1,1876,1,O,65,.,.,.,1
CHE,0,m,92,1,O,1,1,1876,1,O,47,.,.,.,1
CHE,0,m,93,1,O,1,1,1876,1,O,31,.,.,.,1
CHE,0,m,94,1,O,1,1,1876,1,O,20,.,.,.,1
CHE,0,m,95,1,O,1,1,1876,1,O,13,.,.,.,1
CHE,0,m,96,1,O,1,1,1876,1,O,9,.,.,.,1
CHE,0,m,97,1,O,1,1,1876,1,O,13,.,.,.,1
CHE,0,m,98,1,O,1,1,1876,1,O,9,.,.,.,1
CHE,0,m,99,+,O,1,1,1876,1,O,6,.,.,.,1
CHE,0,f,0,1,O,1,1,1877,1,O,34807,.,.,.,1
CHE,0,f,1,1,O,1,1,1877,1,O,33449,.,.,.,1
CHE,0,f,2,1,O,1,1,1877,1,O,32394,.,.,.,1
CHE,0,f,3,1,O,1,1,1877,1,O,31769,.,.,.,1
CHE,0,f,4,1,O,1,1,1877,1,O,31707,.,.,.,1
CHE,0,f,5,1,O,1,1,1877,1,O,31154,.,.,.,1
CHE,0,f,6,1,O,1,1,1877,1,O,29023,.,.,.,1
CHE,0,f,7,1,O,1,1,1877,1,O,29048,.,.,.,1
CHE,0,f,8,1,O,1,1,1877,1,O,28370,.,.,.,1
CHE,0,f,9,1,O,1,1,1877,1,O,28216,.,.,.,1
CHE,0,f,10,1,O,1,1,1877,1,O,28063,.,.,.,1
CHE,0,f,11,1,O,1,1,1877,1,O,27911,.,.,.,1
CHE,0,f,12,1,O,1,1,1877,1,O,27761,.,.,.,1
CHE,0,f,13,1,O,1,1,1877,1,O,27611,.,.,.,1
CHE,0,f,14,1,O,1,1,1877,1,O,27078,.,.,.,1
CHE,0,f,15,1,O,1,1,1877,1,O,26555,.,.,.,1
CHE,0,f,16,1,O,1,1,1877,1,O,26042,.,.,.,1
CHE,0,f,17,1,O,1,1,1877,1,O,25540,.,.,.,1
CHE,0,f,18,1,O,1,1,1877,1,O,25047,.,.,.,1
CHE,0,f,19,1,O,1,1,1877,1,O,24304,.,.,.,1
CHE,0,f,20,1,O,1,1,1877,1,O,23585,.,.,.,1
CHE,0,f,21,1,O,1,1,1877,1,O,22646,.,.,.,1
CHE,0,f,22,1,O,1,1,1877,1,O,22096,.,.,.,1
CHE,0,f,23,1,O,1,1,1877,1,O,21564,.,.,.,1
CHE,0,f,24,1,O,1,1,1877,1,O,21452,.,.,.,1
CHE,0,f,25,1,O,1,1,1877,1,O,21341,.,.,.,1
CHE,0,f,26,1,O,1,1,1877,1,O,21230,.,.,.,1
CHE,0,f,27,1,O,1,1,1877,1,O,21119,.,.,.,1
CHE,0,f,28,1,O,1,1,1877,1,O,21008,.,.,.,1
CHE,0,f,29,1,O,1,1,1877,1,O,20912,.,.,.,1
CHE,0,f,30,1,O,1,1,1877,1,O,20816,.,.,.,1
CHE,0,f,31,1,O,1,1,1877,1,O,20720,.,.,.,1
CHE,0,f,32,1,O,1,1,1877,1,O,20624,.,.,.,1
CHE,0,f,33,1,O,1,1,1877,1,O,20528,.,.,.,1
CHE,0,f,34,1,O,1,1,1877,1,O,20287,.,.,.,1
CHE,0,f,35,1,O,1,1,1877,1,O,20049,.,.,.,1
CHE,0,f,36,1,O,1,1,1877,1,O,19814,.,.,.,1
CHE,0,f,37,1,O,1,1,1877,1,O,19466,.,.,.,1
CHE,0,f,38,1,O,1,1,1877,1,O,19210,.,.,.,1
CHE,0,f,39,1,O,1,1,1877,1,O,18712,.,.,.,1
CHE,0,f,40,1,O,1,1,1877,1,O,18227,.,.,.,1
CHE,0,f,41,1,O,1,1,1877,1,O,17755,.,.,.,1
CHE,0,f,42,1,O,1,1,1877,1,O,17295,.,.,.,1
CHE,0,f,43,1,O,1,1,1877,1,O,16847,.,.,.,1
CHE,0,f,44,1,O,1,1,1877,1,O,16640,.,.,.,1
CHE,0,f,45,1,O,1,1,1877,1,O,16436,.,.,.,1
CHE,0,f,46,1,O,1,1,1877,1,O,16235,.,.,.,1
CHE,0,f,47,1,O,1,1,1877,1,O,16036,.,.,.,1
CHE,0,f,48,1,O,1,1,1877,1,O,15840,.,.,.,1
CHE,0,f,49,1,O,1,1,1877,1,O,15419,.,.,.,1
CHE,0,f,50,1,O,1,1,1877,1,O,15010,.,.,.,1
CHE,0,f,51,1,O,1,1,1877,1,O,14611,.,.,.,1
CHE,0,f,52,1,O,1,1,1877,1,O,14224,.,.,.,1
CHE,0,f,53,1,O,1,1,1877,1,O,13847,.,.,.,1
CHE,0,f,54,1,O,1,1,1877,1,O,13292,.,.,.,1
CHE,0,f,55,1,O,1,1,1877,1,O,12760,.,.,.,1
CHE,0,f,56,1,O,1,1,1877,1,O,12251,.,.,.,1
CHE,0,f,57,1,O,1,1,1877,1,O,11763,.,.,.,1
CHE,0,f,58,1,O,1,1,1877,1,O,11295,.,.,.,1
CHE,0,f,59,1,O,1,1,1877,1,O,10785,.,.,.,1
CHE,0,f,60,1,O,1,1,1877,1,O,10299,.,.,.,1
CHE,0,f,61,1,O,1,1,1877,1,O,9838,.,.,.,1
CHE,0,f,62,1,O,1,1,1877,1,O,9399,.,.,.,1
CHE,0,f,63,1,O,1,1,1877,1,O,8982,.,.,.,1
CHE,0,f,64,1,O,1,1,1877,1,O,8498,.,.,.,1
CHE,0,f,65,1,O,1,1,1877,1,O,8044,.,.,.,1
CHE,0,f,66,1,O,1,1,1877,1,O,7618,.,.,.,1
CHE,0,f,67,1,O,1,1,1877,1,O,7220,.,.,.,1
CHE,0,f,68,1,O,1,1,1877,1,O,6846,.,.,.,1
CHE,0,f,69,1,O,1,1,1877,1,O,6300,.,.,.,1
CHE,0,f,70,1,O,1,1,1877,1,O,5637,.,.,.,1
CHE,0,f,71,1,O,1,1,1877,1,O,5157,.,.,.,1
CHE,0,f,72,1,O,1,1,1877,1,O,4718,.,.,.,1
CHE,0,f,73,1,O,1,1,1877,1,O,4141,.,.,.,1
CHE,0,f,74,1,O,1,1,1877,1,O,3635,.,.,.,1
CHE,0,f,75,1,O,1,1,1877,1,O,3192,.,.,.,1
CHE,0,f,76,1,O,1,1,1877,1,O,2803,.,.,.,1
CHE,0,f,77,1,O,1,1,1877,1,O,2462,.,.,.,1
CHE,0,f,78,1,O,1,1,1877,1,O,2045,.,.,.,1
CHE,0,f,79,1,O,1,1,1877,1,O,1700,.,.,.,1
CHE,0,f,80,1,O,1,1,1877,1,O,1414,.,.,.,1
CHE,0,f,81,1,O,1,1,1877,1,O,1176,.,.,.,1
CHE,0,f,82,1,O,1,1,1877,1,O,978,.,.,.,1
CHE,0,f,83,1,O,1,1,1877,1,O,740,.,.,.,1
CHE,0,f,84,1,O,1,1,1877,1,O,561,.,.,.,1
CHE,0,f,85,1,O,1,1,1877,1,O,424,.,.,.,1
CHE,0,f,86,1,O,1,1,1877,1,O,321,.,.,.,1
CHE,0,f,87,1,O,1,1,1877,1,O,243,.,.,.,1
CHE,0,f,88,1,O,1,1,1877,1,O,172,.,.,.,1
CHE,0,f,89,1,O,1,1,1877,1,O,123,.,.,.,1
CHE,0,f,90,1,O,1,1,1877,1,O,88,.,.,.,1
CHE,0,f,91,1,O,1,1,1877,1,O,63,.,.,.,1
CHE,0,f,92,1,O,1,1,1877,1,O,45,.,.,.,1
CHE,0,f,93,1,O,1,1,1877,1,O,31,.,.,.,1
CHE,0,f,94,1,O,1,1,1877,1,O,21,.,.,.,1
CHE,0,f,95,1,O,1,1,1877,1,O,14,.,.,.,1
CHE,0,f,96,1,O,1,1,1877,1,O,10,.,.,.,1
CHE,0,f,97,1,O,1,1,1877,1,O,12,.,.,.,1
CHE,0,f,98,1,O,1,1,1877,1,O,9,.,.,.,1
CHE,0,f,99,+,O,1,1,1877,1,O,6,.,.,.,1
CHE,0,m,0,1,O,1,1,1877,1,O,35195,.,.,.,1
CHE,0,m,1,1,O,1,1,1877,1,O,33631,.,.,.,1
CHE,0,m,2,1,O,1,1,1877,1,O,32696,.,.,.,1
CHE,0,m,3,1,O,1,1,1877,1,O,32230,.,.,.,1
CHE,0,m,4,1,O,1,1,1877,1,O,32185,.,.,.,1
CHE,0,m,5,1,O,1,1,1877,1,O,31556,.,.,.,1
CHE,0,m,6,1,O,1,1,1877,1,O,28561,.,.,.,1
CHE,0,m,7,1,O,1,1,1877,1,O,28759,.,.,.,1
CHE,0,m,8,1,O,1,1,1877,1,O,28198,.,.,.,1
CHE,0,m,9,1,O,1,1,1877,1,O,27811,.,.,.,1
CHE,0,m,10,1,O,1,1,1877,1,O,27410,.,.,.,1
CHE,0,m,11,1,O,1,1,1877,1,O,27232,.,.,.,1
CHE,0,m,12,1,O,1,1,1877,1,O,27169,.,.,.,1
CHE,0,m,13,1,O,1,1,1877,1,O,27055,.,.,.,1
CHE,0,m,14,1,O,1,1,1877,1,O,26622,.,.,.,1
CHE,0,m,15,1,O,1,1,1877,1,O,25981,.,.,.,1
CHE,0,m,16,1,O,1,1,1877,1,O,25388,.,.,.,1
CHE,0,m,17,1,O,1,1,1877,1,O,24836,.,.,.,1
CHE,0,m,18,1,O,1,1,1877,1,O,24007,.,.,.,1
CHE,0,m,19,1,O,1,1,1877,1,O,23287,.,.,.,1
CHE,0,m,20,1,O,1,1,1877,1,O,22588,.,.,.,1
CHE,0,m,21,1,O,1,1,1877,1,O,21910,.,.,.,1
CHE,0,m,22,1,O,1,1,1877,1,O,21253,.,.,.,1
CHE,0,m,23,1,O,1,1,1877,1,O,20615,.,.,.,1
CHE,0,m,24,1,O,1,1,1877,1,O,20382,.,.,.,1
CHE,0,m,25,1,O,1,1,1877,1,O,20153,.,.,.,1
CHE,0,m,26,1,O,1,1,1877,1,O,19927,.,.,.,1
CHE,0,m,27,1,O,1,1,1877,1,O,19703,.,.,.,1
CHE,0,m,28,1,O,1,1,1877,1,O,19483,.,.,.,1
CHE,0,m,29,1,O,1,1,1877,1,O,19392,.,.,.,1
CHE,0,m,30,1,O,1,1,1877,1,O,19301,.,.,.,1
CHE,0,m,31,1,O,1,1,1877,1,O,19211,.,.,.,1
CHE,0,m,32,1,O,1,1,1877,1,O,19120,.,.,.,1
CHE,0,m,33,1,O,1,1,1877,1,O,19030,.,.,.,1
CHE,0,m,34,1,O,1,1,1877,1,O,18801,.,.,.,1
CHE,0,m,35,1,O,1,1,1877,1,O,18575,.,.,.,1
CHE,0,m,36,1,O,1,1,1877,1,O,18350,.,.,.,1
CHE,0,m,37,1,O,1,1,1877,1,O,18127,.,.,.,1
CHE,0,m,38,1,O,1,1,1877,1,O,17906,.,.,.,1
CHE,0,m,39,1,O,1,1,1877,1,O,17489,.,.,.,1
CHE,0,m,40,1,O,1,1,1877,1,O,17083,.,.,.,1
CHE,0,m,41,1,O,1,1,1877,1,O,16686,.,.,.,1
CHE,0,m,42,1,O,1,1,1877,1,O,16298,.,.,.,1
CHE,0,m,43,1,O,1,1,1877,1,O,15920,.,.,.,1
CHE,0,m,44,1,O,1,1,1877,1,O,15671,.,.,.,1
CHE,0,m,45,1,O,1,1,1877,1,O,15427,.,.,.,1
CHE,0,m,46,1,O,1,1,1877,1,O,15187,.,.,.,1
CHE,0,m,47,1,O,1,1,1877,1,O,14951,.,.,.,1
CHE,0,m,48,1,O,1,1,1877,1,O,14719,.,.,.,1
CHE,0,m,49,1,O,1,1,1877,1,O,14311,.,.,.,1
CHE,0,m,50,1,O,1,1,1877,1,O,13916,.,.,.,1
CHE,0,m,51,1,O,1,1,1877,1,O,13531,.,.,.,1
CHE,0,m,52,1,O,1,1,1877,1,O,13157,.,.,.,1
CHE,0,m,53,1,O,1,1,1877,1,O,12794,.,.,.,1
CHE,0,m,54,1,O,1,1,1877,1,O,12228,.,.,.,1
CHE,0,m,55,1,O,1,1,1877,1,O,11688,.,.,.,1
CHE,0,m,56,1,O,1,1,1877,1,O,11174,.,.,.,1
CHE,0,m,57,1,O,1,1,1877,1,O,10682,.,.,.,1
CHE,0,m,58,1,O,1,1,1877,1,O,10214,.,.,.,1
CHE,0,m,59,1,O,1,1,1877,1,O,9805,.,.,.,1
CHE,0,m,60,1,O,1,1,1877,1,O,9413,.,.,.,1
CHE,0,m,61,1,O,1,1,1877,1,O,9039,.,.,.,1
CHE,0,m,62,1,O,1,1,1877,1,O,8682,.,.,.,1
CHE,0,m,63,1,O,1,1,1877,1,O,8340,.,.,.,1
CHE,0,m,64,1,O,1,1,1877,1,O,7871,.,.,.,1
CHE,0,m,65,1,O,1,1,1877,1,O,7433,.,.,.,1
CHE,0,m,66,1,O,1,1,1877,1,O,7023,.,.,.,1
CHE,0,m,67,1,O,1,1,1877,1,O,6638,.,.,.,1
CHE,0,m,68,1,O,1,1,1877,1,O,6278,.,.,.,1
CHE,0,m,69,1,O,1,1,1877,1,O,5813,.,.,.,1
CHE,0,m,70,1,O,1,1,1877,1,O,5267,.,.,.,1
CHE,0,m,71,1,O,1,1,1877,1,O,4831,.,.,.,1
CHE,0,m,72,1,O,1,1,1877,1,O,4430,.,.,.,1
CHE,0,m,73,1,O,1,1,1877,1,O,3909,.,.,.,1
CHE,0,m,74,1,O,1,1,1877,1,O,3449,.,.,.,1
CHE,0,m,75,1,O,1,1,1877,1,O,3045,.,.,.,1
CHE,0,m,76,1,O,1,1,1877,1,O,2688,.,.,.,1
CHE,0,m,77,1,O,1,1,1877,1,O,2374,.,.,.,1
CHE,0,m,78,1,O,1,1,1877,1,O,1979,.,.,.,1
CHE,0,m,79,1,O,1,1,1877,1,O,1650,.,.,.,1
CHE,0,m,80,1,O,1,1,1877,1,O,1377,.,.,.,1
CHE,0,m,81,1,O,1,1,1877,1,O,1149,.,.,.,1
CHE,0,m,82,1,O,1,1,1877,1,O,960,.,.,.,1
CHE,0,m,83,1,O,1,1,1877,1,O,732,.,.,.,1
CHE,0,m,84,1,O,1,1,1877,1,O,558,.,.,.,1
CHE,0,m,85,1,O,1,1,1877,1,O,425,.,.,.,1
CHE,0,m,86,1,O,1,1,1877,1,O,324,.,.,.,1
CHE,0,m,87,1,O,1,1,1877,1,O,247,.,.,.,1
